"ï..Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
35,"Travel_Rarely","Research & Development",1,4,4,"Female",4,1,3,"H","Y","Research and Design Specialists",2506,13301,1,"No",13,3,0,7,"Y",3,2,2,2,2,83
52,"Travel_Frequently","Finance",21,4,1,"Female",2,2,1,"H","Y","Accountant",9771,10748,3,"No",17,4,0,8,"Y",2,9,2,3,5,60
30,"Travel_Rarely","Research & Development",8,3,3,"Male",3,2,2,"H","N","Manufacturing Director",9957,9096,9,"No",15,3,1,7,"N",2,6,2,0,2,45
41,"Travel_Rarely","Sales",12,1,3,"Female",3,3,4,"L","Y","Sales Executive",10447,26458,4,"Yes",13,4,1,23,"Y",4,22,14,13,5,63
32,"Travel_Rarely","Sales",17,4,4,"Male",1,3,2,"L","Y","Sales Executive",10400,25812,1,"No",11,3,0,14,"N",2,14,8,9,8,48
54,"Travel_Rarely","Production",25,4,3,"Female",3,2,2,"H","N","Machinists ",3780,23428,7,"No",11,3,0,19,"Y",3,1,0,0,0,60
30,"Travel_Rarely","Research & Development",7,3,4,"Female",3,1,2,"L","Y","Research and Design Specialists",3204,10415,5,"No",14,4,1,8,"N",3,3,2,2,2,46
36,"Travel_Rarely","Sales",4,4,2,"Female",3,2,2,"H","N","Sales Executive",6815,21447,9,"No",13,1,0,15,"Y",3,1,0,0,0,52
26,"Travel_Rarely","Human Resources",15,2,4,"Female",3,1,1,"L","N","Human Resources",2148,6889,7,"Yes",11,3,0,6,"N",3,5,1,1,4,38
38,"Travel_Rarely","Sales",15,2,1,"Female",4,2,1,"H","N","Sales Executive",5605,19191,1,"Yes",24,3,1,8,"Y",3,8,0,7,7,51
39,"Travel_Rarely","Research & Development",17,1,4,"Male",2,3,3,"L","Y","Customercare Representative",9991,21457,5,"No",15,1,1,9,"Y",3,7,7,1,7,75
25,"Travel_Rarely","Finance",8,3,1,"Male",2,3,1,"L","Y","Accountant",9830,10813,7,"Yes",16,4,1,9,"N",2,8,4,2,5,58
42,"Travel_Rarely","Production",18,3,2,"Male",3,1,2,"L","N","Machinists ",2766,8952,9,"No",22,2,3,7,"Y",2,5,3,0,4,60
39,"Travel_Rarely","Research & Development",18,4,4,"Male",3,2,4,"L","Y","Research and Design Specialists",3902,5141,6,"No",14,2,3,7,"Y",3,2,2,2,2,69
49,"Travel_Rarely","Finance",16,4,2,"Male",3,2,2,"L","N","Accountant",9931,10924,9,"No",16,4,0,6,"N",1,5,6,3,3,28
26,"Travel_Rarely","Finance",17,3,1,"Male",3,3,2,"L","Y","Accountant",8281,9109,7,"No",19,2,1,9,"N",1,9,6,2,5,75
48,"Travel_Rarely","Finance",19,4,1,"Male",2,2,2,"L","Y","Accountant",8138,8952,5,"No",18,1,1,6,"N",2,7,2,3,6,79
28,"Non-Travel","Sales",14,2,2,"Male",2,3,2,"H","Y","Customercare Representative",8722,12355,8,"No",12,1,0,10,"Y",2,10,7,1,9,53
52,"Travel_Rarely","Sales",7,4,1,"Male",2,3,1,"H","Y","IT specialists",10266,11293,3,"No",15,1,1,10,"Y",3,3,2,1,2,70
36,"Travel_Frequently","Sales",19,3,1,"Female",4,2,4,"L","Y","Sales Executive",4639,2261,9,"No",16,4,1,17,"Y",2,15,7,6,13,63
49,"Travel_Rarely","Finance",16,4,1,"Male",2,3,1,"L","Y","Accountant",9500,10450,9,"No",16,4,0,8,"Y",2,8,7,1,7,54
43,"Travel_Rarely","Finance",8,3,2,"Male",2,2,1,"L","Y","Accountant",8045,8850,8,"Yes",20,1,1,5,"Y",2,8,6,2,4,81
33,"Travel_Rarely","Research & Development",20,3,1,"Male",2,1,1,"L","N","Research and Design Specialists",2313,2993,1,"Yes",20,2,0,5,"N",3,2,2,2,2,31
30,"Travel_Rarely","Sales",4,4,4,"Female",3,2,2,"L","Y","Sales Executive",4779,12761,7,"No",14,2,2,8,"Y",3,3,2,0,2,70
44,"Travel_Rarely","Finance",10,4,2,"Male",2,3,1,"L","Y","Accountant",8249,9074,8,"Yes",15,3,1,9,"Y",2,4,3,3,6,57
44,"Travel_Rarely","Finance",17,3,1,"Male",3,2,1,"L","Y","Accountant",9721,10693,2,"Yes",17,2,0,10,"N",1,2,4,3,3,55
37,"Travel_Rarely","Human Resources",15,2,3,"Male",3,2,2,"L","Y","Human Resources",4071,12832,5,"No",13,3,0,19,"N",2,10,0,4,7,48
36,"Travel_Rarely","Research & Development",8,3,3,"Male",3,2,2,"L","N","Research and Design Specialists",4485,26285,4,"No",12,4,0,10,"N",3,8,0,7,7,30
52,"Travel_Rarely","Production",13,4,3,"Female",3,1,1,"L","N","Machinists ",2950,17363,2,"No",13,3,0,12,"N",1,5,4,0,4,31
36,"Travel_Rarely","Sales",24,4,3,"Female",2,2,1,"H","N","Sales Executive",5647,13494,7,"No",13,1,2,11,"Y",2,3,2,0,2,58
26,"Travel_Frequently","Sales",24,3,3,"Male",2,2,2,"L","Y","Sales Executive",4294,11148,7,"No",12,2,0,7,"Y",3,7,7,0,7,52
53,"Travel_Rarely","Finance",4,4,1,"Female",2,3,2,"L","Y","Accountant",8670,9537,3,"Yes",19,3,1,6,"Y",2,3,3,3,5,78
38,"Travel_Rarely","Production",20,3,1,"Male",3,2,1,"L","N","Production Supervisors",6693,7362,9,"No",18,4,0,10,"Y",2,10,4,2,6,40
35,"Travel_Rarely","Sales",9,1,4,"Male",3,1,2,"L","N","Sales Representative",2404,16192,3,"No",13,1,1,1,"N",3,1,0,0,0,42
38,"Travel_Rarely","Finance",12,4,2,"Female",3,3,1,"H","Y","Accountant",6998,7698,5,"No",19,2,1,7,"Y",2,2,2,1,5,85
51,"Travel_Frequently","Sales",10,3,4,"Male",3,5,2,"H","Y","Manager",19847,19196,7,"Yes",24,1,1,31,"Y",2,29,10,11,10,70
33,"Non-Travel","Production",16,2,2,"Male",2,1,2,"L","Y","Machinists ",2008,20439,9,"No",12,3,3,1,"Y",2,1,1,0,0,62
40,"Travel_Rarely","Sales",9,2,2,"Male",1,2,2,"L","N","Sales Executive",7457,13273,2,"Yes",22,3,3,6,"N",2,4,3,0,2,43
28,"Travel_Frequently","Sales",15,2,3,"Male",2,2,2,"L","Y","Sales Executive",6834,19255,9,"Yes",12,3,1,7,"Y",3,7,7,0,7,57
41,"Travel_Rarely","Research & Development",14,3,4,"Male",3,1,2,"L","Y","Research and Design Specialists",2782,21412,7,"No",22,1,1,12,"Y",3,5,3,1,0,57
28,"Travel_Rarely","Finance",8,4,2,"Female",2,3,2,"L","Y","Accountant",8146,8961,8,"Yes",19,2,1,8,"Y",3,8,2,3,6,55
34,"Travel_Rarely","Research & Development",15,4,4,"Male",2,2,3,"H","N","Manufacturing Director",5957,23687,6,"No",13,2,1,13,"Y",3,11,9,5,9,84
38,"Travel_Rarely","Research & Development",5,3,4,"Male",3,1,2,"L","Y","Research and Design Specialists",3944,4306,5,"Yes",11,3,0,6,"Y",3,3,2,1,2,62
22,"Travel_Rarely","Research & Development",15,1,4,"Male",3,1,2,"L","Y","Research and Design Specialists",2472,26092,8,"Yes",23,1,0,1,"Y",3,1,0,0,0,54
55,"Travel_Rarely","Sales",18,2,1,"Male",3,3,2,"L","N","Sales Executive",10239,18092,3,"No",14,4,1,24,"Y",3,1,0,1,0,50
40,"Travel_Rarely","Research & Development",2,2,1,"Male",3,5,2,"H","N","Research Director",19436,5949,0,"No",19,4,1,22,"Y",3,21,7,3,9,66
30,"Travel_Rarely","Sales",10,5,3,"Male",3,2,1,"L","N","Sales Executive",5304,25275,6,"No",23,4,1,10,"N",2,8,7,7,7,47
30,"Travel_Frequently","Research & Development",22,3,3,"Male",3,1,1,"L","N","Research and Design Specialists",2285,3427,9,"Yes",23,3,0,3,"N",3,1,0,0,0,26
44,"Travel_Rarely","Finance",17,3,2,"Male",3,3,2,"L","Y","Accountant",9012,9913,8,"Yes",18,4,0,7,"N",3,6,6,3,7,60
22,"Travel_Frequently","Research & Development",12,4,3,"Male",2,1,2,"H","N","Research and Design Specialists",2853,4223,1,"Yes",11,2,1,1,"Y",3,0,0,0,0,54
43,"Travel_Frequently","Finance",2,4,1,"Female",3,3,3,"L","N","Accountant",8016,8818,3,"No",17,1,0,7,"N",3,2,4,3,7,29
37,"Travel_Rarely","Research & Development",12,2,3,"Female",2,1,2,"H","Y","Research and Design Specialists",3920,18697,2,"No",14,1,1,17,"Y",2,3,1,0,2,73
21,"Travel_Frequently","Production",6,2,1,"Female",2,1,2,"H","N","Machinists ",2625,25308,2,"No",20,3,0,2,"N",1,2,2,2,2,24
28,"Travel_Frequently","Production",23,2,3,"Male",2,1,1,"H","Y","Machinists ",2561,5355,8,"No",11,3,0,8,"N",2,0,0,0,0,38
40,"Travel_Rarely","Research & Development",19,3,2,"Female",3,2,2,"L","N","Customercare Representative",4448,10748,6,"No",12,2,1,15,"N",3,7,4,7,7,49
26,"Travel_Rarely","Production",12,3,1,"Male",1,1,1,"L","N","Machinists ",2293,10558,1,"No",12,3,0,1,"N",2,1,0,0,1,48
28,"Travel_Rarely","Research & Development",14,3,4,"Male",3,1,2,"H","N","Research and Design Specialists",2070,2613,1,"No",23,4,1,5,"Y",2,5,2,0,4,66
27,"Travel_Rarely","Finance",23,3,1,"Female",2,3,2,"L","Y","Accountant",9847,10832,1,"Yes",18,3,0,9,"Y",1,8,4,3,3,67
55,"Travel_Rarely","Research & Development",5,3,1,"Male",2,1,2,"L","N","Research and Design Specialists",3537,23737,3,"No",12,4,1,8,"N",3,4,2,1,2,44
32,"Travel_Frequently","Research & Development",18,2,1,"Female",4,1,2,"L","N","Research and Design Specialists",2432,15318,8,"Yes",14,1,0,8,"Y",3,4,1,0,3,50
31,"Travel_Rarely","Human Resources",5,3,1,"Male",2,2,2,"H","N","Human Resources",6410,17822,3,"No",12,4,0,9,"Y",3,2,2,1,0,68
27,"Travel_Rarely","Sales",24,3,3,"Female",4,1,1,"H","Y","Sales Representative",2534,6527,3,"No",14,2,1,5,"N",3,1,0,0,0,39
34,"Travel_Rarely","Sales",16,3,3,"Female",3,1,2,"L","N","Sales Representative",2579,2912,9,"Yes",18,4,2,8,"N",3,8,2,0,6,46
49,"Travel_Rarely","Sales",21,4,4,"Female",3,2,1,"L","N","Sales Executive",4507,8191,2,"No",12,3,0,8,"N",4,5,1,0,4,38
28,"Travel_Rarely","Production",21,3,3,"Male",3,1,4,"L","N","Machinists ",2408,7324,1,"Yes",17,3,3,1,"N",3,1,1,0,0,0
44,"Travel_Rarely","Sales",3,5,2,"Female",3,2,2,"H","N","Sales Executive",5454,4009,5,"Yes",21,3,1,9,"Y",2,4,3,1,3,59
18,"Non-Travel","Research & Development",23,2,2,"Male",3,1,2,"H","Y","Research and Design Specialists",1051,13493,2,"No",15,4,0,0,"Y",3,0,0,0,0,57
38,"Travel_Rarely","Sales",19,4,4,"Female",2,2,2,"H","N","Sales Executive",4028,7791,4,"No",20,1,0,8,"Y",3,7,7,0,5,60
28,"Travel_Rarely","Research & Development",16,3,3,"Female",3,2,3,"L","Y","Research and Design Specialists",3660,7909,3,"No",13,4,0,10,"Y",4,8,7,1,7,71
47,"Travel_Rarely","Finance",9,4,2,"Male",2,2,2,"L","Y","Accountant",8354,9189,7,"Yes",20,2,0,10,"Y",3,10,2,2,4,56
33,"Travel_Rarely","Sales",20,3,1,"Female",3,2,1,"L","N","Sales Executive",5324,26507,9,"No",15,3,0,6,"N",3,3,2,0,2,20
35,"Travel_Rarely","Production",25,4,2,"Male",1,1,2,"L","Y","Machinists ",2705,9696,8,"No",16,2,1,6,"N",4,5,4,0,3,48
36,"Travel_Rarely","Finance",18,3,2,"Male",2,3,2,"L","Y","Accountant",8774,9651,4,"No",16,3,1,6,"Y",1,3,3,2,2,63
22,"Travel_Rarely","Research & Development",12,2,4,"Male",2,2,2,"H","Y","Manufacturing Director",4775,19146,3,"No",22,1,2,4,"Y",1,2,2,2,2,72
44,"Travel_Rarely","Research & Development",22,3,2,"Female",3,5,4,"L","Y","Research Director",19049,3549,9,"Yes",14,4,1,23,"Y",2,22,7,1,10,64
27,"Travel_Frequently","Research & Development",5,2,4,"Male",3,3,2,"H","N","Manufacturing Director",8793,4809,6,"No",21,3,2,9,"Y",2,9,7,1,7,62
33,"Travel_Frequently","Research & Development",6,3,3,"Male",3,2,1,"L","N","Customercare Representative",7725,5335,6,"No",23,3,1,15,"N",1,13,11,4,7,35
37,"Travel_Rarely","Research & Development",14,1,4,"Female",3,1,2,"L","N","Research and Design Specialists",2782,19905,3,"Yes",13,2,2,6,"N",2,5,3,4,3,49
26,"Travel_Rarely","Production",16,4,4,"Male",1,1,1,"L","Y","Machinists ",2305,6217,2,"No",15,3,3,3,"N",4,3,2,0,2,47
53,"Travel_Frequently","Finance",3,3,2,"Female",3,3,2,"L","Y","Accountant",9381,10319,9,"No",15,4,0,8,"Y",2,7,7,2,6,76
30,"Travel_Rarely","Research & Development",16,3,1,"Female",3,1,2,"H","N","Research and Design Specialists",2632,23910,1,"No",14,3,0,5,"Y",2,5,4,0,4,72
53,"Non-Travel","Research & Development",5,4,1,"Female",2,4,2,"L","N","Manufacturing Director",12965,22308,4,"Yes",20,4,3,27,"Y",2,3,2,0,2,52
31,"Travel_Rarely","Research & Development",19,1,3,"Female",3,1,1,"L","Y","Research and Design Specialists",3929,6984,8,"Yes",23,3,1,7,"N",3,4,2,0,2,38
54,"Travel_Rarely","IT_Suppport",7,3,2,"Male",3,2,1,"L","Y","IT specialists",6457,7103,7,"No",15,2,0,10,"Y",2,5,2,1,4,72
38,"Travel_Rarely","Research & Development",24,5,4,"Female",3,2,2,"H","N","Research and Design Specialists",4317,2302,3,"Yes",20,2,0,19,"Y",3,3,2,2,2,78
47,"Travel_Rarely","Sales",21,2,4,"Female",3,2,2,"H","Y","Sales Executive",4163,8571,5,"Yes",17,3,0,9,"Y",3,9,0,0,7,68
27,"Travel_Rarely","Finance",9,4,2,"Male",3,2,1,"L","Y","Accountant",8980,9878,9,"Yes",15,2,0,10,"Y",3,10,4,1,6,62
41,"Non-Travel","Research & Development",15,4,1,"Female",2,2,2,"H","N","Customercare Representative",6811,2112,2,"Yes",17,1,0,10,"Y",3,8,7,0,7,66
32,"Non-Travel","Production",18,3,4,"Male",3,1,2,"L","Y","Machinists ",2314,9148,8,"No",12,2,1,4,"Y",3,3,0,0,2,68
35,"Travel_Rarely","Production",11,3,2,"Male",3,1,2,"L","N","Machinists ",3917,9541,7,"No",20,1,1,3,"N",2,3,2,1,2,41
55,"Travel_Rarely","Sales",4,4,1,"Male",4,4,2,"H","N","Sales Executive",13695,9277,4,"Yes",17,3,0,24,"N",2,19,7,3,8,48
44,"Travel_Rarely","Research & Development",9,3,1,"Female",3,3,2,"L","N","Customercare Representative",7978,14075,4,"No",11,4,1,10,"N",3,10,7,0,5,25
31,"Travel_Frequently","Sales",24,3,4,"Female",3,1,2,"H","N","Sales Representative",2789,3909,1,"No",11,3,1,2,"Y",2,2,2,2,2,62
39,"Non-Travel","Production",22,3,1,"Female",2,1,1,"L","Y","Machinists ",3646,17181,1,"Yes",23,2,0,11,"N",4,1,0,0,0,40
59,"Travel_Rarely","Production",14,3,3,"Female",4,1,2,"H","N","Machinists ",2670,9964,4,"Yes",20,1,3,12,"Y",2,1,0,0,0,57
35,"Travel_Frequently","Sales",25,2,4,"Male",3,2,4,"H","Y","Sales Executive",4968,18500,2,"No",11,4,1,5,"Y",3,5,2,0,2,69
45,"Travel_Frequently","Research & Development",12,4,1,"Male",4,2,3,"H","N","Manufacturing Director",6434,5118,4,"No",17,4,1,9,"Y",3,3,2,0,2,71
23,"Travel_Rarely","Sales",17,1,3,"Male",3,1,2,"H","Y","Sales Representative",2322,9518,3,"No",13,3,1,3,"Y",3,0,0,0,0,55
20,"Travel_Frequently","Sales",13,3,4,"Female",3,1,1,"H","N","Sales Representative",2323,17205,9,"Yes",14,2,0,2,"N",3,2,2,0,2,23
43,"Travel_Rarely","Sales",3,3,4,"Male",3,2,1,"L","Y","Sales Executive",7847,6069,8,"Yes",17,1,1,10,"Y",3,10,9,8,8,51
38,"Travel_Rarely","Research & Development",4,2,4,"Female",2,3,4,"L","N","Manufacturing Director",7756,14199,8,"Yes",19,4,1,10,"Y",4,5,4,0,2,65
45,"Travel_Rarely","Human Resources",13,4,2,"Male",3,1,1,"L","Y","Human Resources",2177,8318,4,"No",16,1,0,6,"Y",3,6,3,0,4,55
50,"Travel_Rarely","Research & Development",7,5,4,"Female",2,3,1,"L","Y","Research Director",13269,21981,7,"No",15,3,3,19,"N",3,14,11,1,11,38
32,"Travel_Frequently","Sales",23,2,2,"Male",3,2,4,"L","Y","Sales Executive",6524,8891,3,"No",14,4,1,10,"Y",3,10,8,5,3,69
47,"Travel_Rarely","Research & Development",13,3,3,"Female",2,3,2,"L","Y","Manufacturing Director",10333,19271,3,"Yes",12,3,1,28,"N",3,22,11,14,10,48
33,"Travel_Frequently","Research & Development",21,2,1,"Female",3,3,2,"H","N","Research Director",13458,15146,1,"Yes",12,3,0,15,"Y",3,15,14,8,12,70
40,"Travel_Rarely","Sales",2,4,1,"Male",2,3,2,"H","Y","Sales Executive",9705,20652,4,"No",12,2,1,11,"Y",2,1,0,0,0,62
28,"Travel_Rarely","Research & Development",14,3,4,"Female",3,3,2,"L","Y","Manufacturing Director",7655,8039,7,"No",17,2,3,10,"Y",2,9,7,1,7,62
32,"Travel_Rarely","Finance",19,3,1,"Female",2,2,1,"L","N","Accountant",9189,10108,6,"Yes",15,1,1,5,"Y",3,4,7,1,6,29
34,"Travel_Frequently","Finance",11,3,1,"Female",2,2,2,"H","N","Accountant",8634,9497,3,"No",20,4,1,8,"N",2,4,3,1,7,37
24,"Non-Travel","Production",9,3,3,"Male",2,1,2,"H","Y","Machinists ",2694,26551,5,"No",11,3,3,1,"Y",3,1,0,0,0,54
44,"Travel_Rarely","Research & Development",14,3,4,"Male",3,1,1,"H","Y","Research and Design Specialists",3420,21158,8,"No",13,3,0,6,"Y",2,5,2,1,3,55
27,"Travel_Rarely","Research & Development",12,3,2,"Female",3,1,4,"L","Y","Research and Design Specialists",2318,17808,4,"No",19,3,0,1,"Y",3,1,1,0,0,64
38,"Travel_Rarely","Finance",6,3,1,"Male",2,2,1,"L","Y","Accountant",9967,10964,3,"Yes",18,3,0,10,"Y",2,5,4,1,5,67
35,"Travel_Rarely","Research & Development",22,3,4,"Male",2,3,2,"H","Y","Manufacturing Director",10903,9129,3,"No",16,1,0,16,"Y",3,13,10,4,8,52
30,"Travel_Rarely","Research & Development",24,3,4,"Female",3,1,2,"L","Y","Research and Design Specialists",2657,8556,5,"Yes",11,3,0,8,"N",3,5,2,0,4,44
26,"Travel_Rarely","Sales",7,2,1,"Male",3,2,2,"L","N","Sales Executive",4306,4267,5,"No",12,1,2,8,"N",3,0,0,0,0,44
25,"Travel_Rarely","Sales",1,4,3,"Male",3,2,3,"L","Y","Sales Executive",4950,20623,5,"No",14,2,0,5,"Y",3,4,3,1,1,88
28,"Travel_Rarely","Production",17,1,3,"Female",3,1,1,"L","N","Machinists ",2515,22955,3,"Yes",11,4,0,1,"N",2,1,1,0,0,29
30,"Travel_Frequently","Research & Development",18,4,2,"Male",2,1,2,"H","Y","Research and Design Specialists",3761,2373,6,"No",12,2,1,10,"Y",2,5,4,0,3,57
33,"Travel_Rarely","Research & Development",11,3,3,"Male",3,1,2,"H","N","Research and Design Specialists",2500,10515,0,"No",14,1,0,4,"Y",4,3,1,0,2,54
35,"Travel_Rarely","Research & Development",20,4,2,"Male",1,2,1,"H","N","Research and Design Specialists",6646,19368,5,"No",13,2,0,17,"Y",3,17,11,11,8,51
42,"Travel_Rarely","Finance",7,4,2,"Male",3,3,4,"H","N","Accountant",8546,9401,4,"No",19,3,0,10,"N",2,4,4,1,4,47
46,"Travel_Rarely","Research & Development",15,2,4,"Male",3,5,2,"H","Y","Research Director",19081,10849,4,"No",11,1,1,25,"Y",3,4,2,0,3,57
38,"Travel_Rarely","Finance",14,3,1,"Female",3,2,2,"L","Y","Accountant",8702,9572,3,"Yes",20,3,0,7,"Y",1,2,4,1,4,61
53,"Travel_Rarely","Sales",23,4,1,"Male",3,3,2,"L","N","Sales Executive",10448,5843,9,"Yes",13,2,0,15,"N",2,2,2,2,2,24
47,"Travel_Rarely","Finance",6,3,1,"Male",2,3,4,"L","N","Accountant",9205,10126,8,"Yes",18,2,1,7,"N",1,10,5,2,2,29
41,"Travel_Frequently","Research & Development",24,3,1,"Male",3,5,4,"L","Y","Research Director",19419,3735,4,"No",17,2,1,21,"Y",4,18,16,0,11,64
46,"Travel_Rarely","Sales",18,3,3,"Male",3,3,2,"L","Y","Sales Executive",10368,5596,9,"Yes",12,2,1,13,"Y",2,10,6,0,3,61
40,"Travel_Frequently","Research & Development",19,3,2,"Female",3,2,2,"L","N","Research and Design Specialists",5605,8504,1,"No",11,1,1,20,"N",3,20,7,2,13,44
59,"Travel_Rarely","Research & Development",16,4,4,"Male",3,3,2,"L","Y","Manufacturing Director",10512,20002,9,"No",12,4,0,25,"N",2,9,7,5,4,43
42,"Travel_Rarely","Research & Development",9,2,3,"Male",3,5,1,"H","Y","Manager",19232,4933,1,"No",11,4,0,22,"Y",3,22,17,11,15,58
34,"Travel_Rarely","Production",16,2,1,"Male",3,2,4,"L","N","Manufacturing Director",4325,17736,1,"No",15,3,0,5,"Y",3,5,2,1,3,32
25,"Travel_Rarely","Research & Development",25,3,1,"Female",3,2,2,"H","N","Manufacturing Director",4898,7505,0,"No",12,4,2,5,"Y",3,4,2,1,2,68
39,"Travel_Rarely","Sales",13,2,4,"Female",3,2,2,"L","Y","Sales Executive",5238,17778,4,"Yes",18,1,0,12,"N",2,1,0,0,0,49
31,"Travel_Rarely","Sales",15,3,4,"Male",3,2,1,"H","N","Sales Executive",7547,7143,4,"No",12,4,3,13,"Y",3,7,7,1,7,56
28,"Travel_Rarely","Production",14,4,3,"Male",3,1,2,"L","N","Machinists ",3441,11179,1,"Yes",13,3,0,2,"N",2,2,2,2,2,46
44,"Travel_Rarely","Research & Development",18,4,4,"Male",3,2,2,"H","Y","Research and Design Specialists",4541,7744,7,"No",25,2,0,20,"Y",3,20,11,13,17,54
33,"Travel_Frequently","Finance",23,4,1,"Male",3,2,1,"L","N","Accountant",8471,9318,2,"No",16,1,1,7,"N",1,5,6,3,7,50
43,"Travel_Rarely","Production",24,3,4,"Male",4,1,2,"L","Y","Machinists ",4876,5855,3,"No",12,3,1,8,"N",3,6,4,0,2,49
30,"Non-Travel","Production",14,3,3,"Male",3,1,2,"H","N","Machinists ",2097,16734,4,"No",15,3,1,9,"Y",1,5,3,1,4,60
28,"Travel_Rarely","Finance",17,4,1,"Female",3,2,3,"H","N","Accountant",8716,9588,2,"Yes",16,1,0,5,"N",2,10,3,3,4,49
30,"Non-Travel","Research & Development",19,2,3,"Female",3,2,2,"H","N","Manufacturing Director",4695,12858,5,"Yes",18,3,0,10,"Y",3,8,4,1,7,54
35,"Travel_Rarely","Sales",25,4,2,"Male",3,2,2,"L","N","Sales Executive",5561,15975,9,"No",16,4,1,6,"N",1,5,3,0,4,45
33,"Travel_Frequently","Research & Development",9,4,1,"Female",2,2,2,"H","N","Research and Design Specialists",4508,3129,8,"No",22,2,0,14,"N",3,13,7,3,8,36
23,"Travel_Rarely","Production",2,3,3,"Male",4,1,2,"H","Y","Machinists ",1601,3445,1,"Yes",21,3,2,1,"Y",3,0,0,0,0,52
53,"Travel_Rarely","Production",3,4,1,"Male",4,2,4,"L","N","Production Supervisors",6318,6950,3,"Yes",20,1,1,6,"Y",3,2,2,2,3,40
45,"Travel_Rarely","Research & Development",13,4,1,"Male",3,3,3,"H","N","Customercare Representative",7441,20933,4,"No",12,1,3,10,"Y",3,10,8,7,7,81
60,"Travel_Rarely","Sales",21,4,1,"Male",3,2,1,"L","N","Sales Executive",5405,11924,6,"No",14,4,0,10,"N",3,2,2,2,2,32
52,"Travel_Rarely","Finance",14,4,2,"Male",3,2,2,"L","Y","Accountant",8719,9591,2,"Yes",16,4,0,5,"Y",3,6,6,1,7,73
36,"Travel_Rarely","Research & Development",14,4,2,"Male",3,1,2,"L","N","Research and Design Specialists",4678,23293,1,"No",18,3,0,8,"N",3,6,2,0,1,46
48,"Non-Travel","Research & Development",6,4,1,"Male",4,4,2,"H","Y","Manager",16885,16154,2,"No",22,3,0,27,"Y",2,5,4,2,1,62
54,"Travel_Rarely","Research & Development",19,3,3,"Female",3,2,3,"L","Y","Manufacturing Director",4440,25198,1,"Yes",19,4,0,9,"Y",3,5,2,1,4,76
44,"Travel_Frequently","Production",8,3,4,"Male",3,1,1,"H","N","Machinists ",3161,19920,3,"Yes",22,4,1,19,"Y",1,1,0,0,0,56
39,"Travel_Frequently","Production",18,1,3,"Female",3,1,2,"H","N","Machinists ",3755,17872,1,"No",11,1,1,8,"Y",3,8,3,0,7,62
42,"Travel_Rarely","Finance",18,4,1,"Male",2,2,2,"L","N","Accountant",9450,10395,4,"Yes",20,4,0,5,"Y",2,2,5,1,3,33
33,"Non-Travel","Sales",12,3,3,"Female",3,2,2,"L","N","Sales Executive",5368,16130,8,"Yes",25,3,1,7,"Y",3,6,5,1,2,50
21,"Travel_Rarely","Research & Development",24,1,3,"Male",3,1,3,"L","N","Research and Design Specialists",3117,26009,1,"No",18,3,0,3,"Y",3,2,2,2,2,84
57,"Travel_Rarely","Research & Development",11,2,2,"Male",4,2,4,"H","Y","Research and Design Specialists",4900,2721,2,"No",24,1,1,13,"Y",2,12,9,2,8,67
51,"Travel_Frequently","Sales",9,3,2,"Male",3,3,1,"H","N","Sales Executive",10596,15395,5,"No",11,2,0,14,"N",3,4,2,3,2,39
35,"Travel_Rarely","Sales",19,4,3,"Male",2,2,1,"L","N","Sales Executive",4312,23016,0,"No",14,2,0,16,"Y",3,15,13,2,8,32
55,"Travel_Rarely","Research & Development",2,3,3,"Male",2,5,4,"L","Y","Research Director",19038,19805,4,"No",12,2,3,34,"Y",3,1,0,0,0,74
29,"Travel_Frequently","Production",20,1,4,"Male",3,1,4,"L","Y","Machinists ",3812,7003,3,"No",13,2,0,11,"Y",4,11,8,3,10,64
30,"Travel_Rarely","Sales",12,3,2,"Female",3,2,1,"L","N","Sales Executive",6577,19558,0,"No",11,2,0,6,"N",3,5,4,4,4,39
36,"Travel_Rarely","Sales",1,2,2,"Male",3,2,3,"H","Y","Sales Executive",6201,2823,5,"Yes",14,4,1,18,"Y",2,18,14,4,11,87
50,"Travel_Rarely","Research & Development",8,3,3,"Female",3,5,2,"L","Y","Manager",19926,17053,3,"No",15,2,0,21,"N",3,5,4,4,4,49
29,"Travel_Rarely","Production",9,2,4,"Female",2,2,1,"L","N","Machinists ",4193,12682,0,"Yes",12,4,0,10,"N",3,9,5,0,8,40
41,"Travel_Rarely","Sales",2,1,3,"Male",3,3,2,"H","N","Sales Executive",8189,21196,3,"Yes",13,3,1,12,"Y",3,9,7,0,7,68
35,"Travel_Rarely","Research & Development",7,3,3,"Male",3,3,2,"H","Y","Manufacturing Director",10221,18869,9,"No",21,2,0,17,"Y",4,8,5,1,6,59
35,"Travel_Rarely","Sales",11,4,2,"Female",2,1,2,"H","Y","Sales Representative",2430,26204,9,"No",23,1,2,6,"N",3,5,3,4,2,43
42,"Travel_Rarely","Finance",16,3,2,"Male",2,2,2,"L","Y","Accountant",8989,9888,4,"Yes",18,4,1,10,"N",1,7,3,2,3,71
